2014,40,29,40,55,44,36,16,48
2014,41,21,31,19,11,31,47,50
2014,42,24,35,30,33,24,29,35
2014,43,55,54,41,60,65,65,60
2014,44,57,32,57,23,75,49,25
2014,45,75,71,45,54,51,37,71
2014,46,53,65,81,74,70,45,70
2014,47,63,59,37,59,58,65,74
2014,48,66,63,68,61,66,71,66
2014,49,117,67,64,77,88,73,93
2014,50,75,64,69,72,77,80,70
2014,51,93,100,77,83,82,93,77
2014,52,77,64,82,87,98,62,81
2015,1,87,71,89,75,118,78,62
2015,2,72,81,70,74,68,76,75
2015,3,61,64,46,86,64,59,85
2015,4,69,90,84,49,66,87,86
2015,5,92,52,91,74,97,134,107
2015,6,97,96,107,101,71,63,88
2015,7,80,74,81,66,52,110,76
2015,8,124,69,76,96,65,78,69
2015,9,65,79,62,77,52,67,64
2015,10,117,102,144,90,52,83,83
2015,11,99,93,86,57,63,97,83
2015,12,79,35,59,74,77,40,71
2015,13,63,63,76,53,70,76,85
2015,14,32,59,52,73,72,82,67
2015,15,41,49,72,82,66,74,45
2015,16,39,83,59,91,41,26,47
2015,17,55,43,60,61,45,50,38
2015,18,57,22,68,65,41,68,66
2015,19,42,67,66,69,70,84,52
2015,20,69,55,76,69,61,68,59
2015,21,40,28,30,40,58,48,59
2015,22,32,41,78,44,51,63,63
2015,23,70,64,70,71,69,72,66
2015,24,84,72,59,55,34,49,46
2015,25,39,47,64,24,35,33,41
2015,26,41,43,24,24,26,15,16
2015,27,32,44,40,48,47,27,36
2015,28,47,39,37,51,21,32,37
2015,29,52,51,21,24,26,45,63
2015,30,37,39,33,17,21,33,19
2015,31,63,44,38,51,33,35,55
2015,32,58,32,37,64,38,28,23
2015,33,32,44,38,31,55,44,50
2015,34,37,12,51,45,67,26,69
2015,35,66,55,32,14,35,62,55
2015,36,48,37,76,49,28,53,79
2015,37,34,53,26,44,72,32,37
2015,38,60,37,71,48,49,37,28
2015,39,65,8,43,53,33,33,38
2015,40,35,46,59,57,35,21,57
2015,41,31,34,29,25,31,55,57
2015,42,35,36,37,41,23,30,34
2015,43,62,53,42,67,69,63,65
2015,44,56,45,66,36,85,59,35
2015,45,75,71,57,66,50,43,74
2015,46,53,61,77,73,73,55,74
2015,47,74,70,44,72,61,75,78
2015,48,42,64,68,65,75,73,69
2015,49,99,87,90,54,72,86,95
2015,50,79,81,97,81,92,81,77
2015,51,111,65,91,81,116,142,173
2015,52,142,73,78,85,107,74,107
2016,1,101,87,92,106,97,90,84
2016,2,91,102,84,101,89,94,132
2016,3,73,79,100,99,133,72,96
2016,4,103,99,102,90,85,89,77
2016,5,99,97,65,106,81,84,81
2016,6,101,158,112,123,80,71,89
2016,7,89,89,108,82,88,110,80
2016,8,119,64,82,97,79,76,82
2016,9,78,88,77,80,57,76,77
2016,10,112,104,132,102,59,87,86
2016,11,102,93,89,60,60,103,84
2016,12,87,41,62,72,74,51,67
2016,13,78,61,77,62,84,88,82
2016,14,36,71,60,83,70,82,62
2016,15,37,57,75,83,76,71,40
2016,16,43,90,69,100,38,38,52
2016,17,68,52,57,56,54,46,55
2016,18,45,20,21,72,39,83,45
2016,19,49,54,75,82,53,85,85
2016,20,76,79,77,56,74,78,80
2016,21,46,36,41,43,70,51,55
2016,22,45,47,73,58,56,75,61
2016,23,69,74,79,66,80,73,81
2016,24,83,75,72,79,46,48,41
2016,25,71,60,62,44,72,87,67
2016,26,67,47,37,28,36,25,43
2016,27,29,47,51,45,44,39,36
2016,28,51,58,49,62,32,38,43
2016,29,59,56,24,39,36,45,60
2016,30,46,40,78,64,37,47,66
2016,31,64,75,56,61,41,39,72
2016,32,63,36,48,77,37,19,31
2016,33,47,57,34,33,59,39,65
2016,34,51,26,49,50,65,29,64
2016,35,61,50,46,25,35,69,51
2016,36,53,36,85,52,30,68,90
2016,37,68,76,62,67,90,58,47
2016,38,82,73,98,81,66,60,69
2016,39,92,41,86,93,72,53,50
2016,40,52,53,82,96,64,52,72
2016,41,61,56,52,57,50,78,76
2016,42,46,47,65,67,55,55,62
2016,43,88,64,85,88,92,76,88
2016,44,81,73,99,55,104,78,66
2016,45,96,97,81,85,76,71,90
2016,46,87,97,103,91,95,98,101
2016,47,92,93,73,93,85,96,97
2016,48,92,98,113,96,115,112,110
2016,49,93,106,100,71,95,109,132
2016,50,121,118,119,112,119,123,113
2016,51,131,90,115,112,131,177,210
2016,52,131,111,98,118,125,108,127
2017,1,122,97,117,102,129,178,115
2017,2,123,115,105,119,129,103,139
2017,3,99,102,119,96,143,89,103
2017,4,103,113,98,104,110,115,111
2017,5,93,100,80,132,107,92,97
2017,6,143,184,215,148,107,87,99
2017,7,109,113,129,90,95,135,109
2017,8,137,81,98,119,93,101,109
2017,9,93,116,107,99,77,92,94
2017,10,128,164,213,113,75,110,107
2017,11,128,111,121,72,74,120,91
2017,12,109,63,87,94,90,81,97
2017,13,93,91,93,94,105,103,101
2017,14,70,87,79,104,80,96,78
2017,15,71,91,88,113,94,95,62
2017,16,74,106,92,109,55,57,75
2017,17,66,77,87,76,68,64,65
2017,18,79,35,52,86,50,109,55
2017,19,59,101,92,94,105,112,95
2017,20,91,111,100,92,90,90,102
2017,21,97,89,99,113,94,88,92
2017,22,114,99,93,89,69,70,53
2017,23,72,50,56,69,86,76,82
2017,24,73,69,91,70,80,97,90
2017,25,89,82,92,75,99,94,73
2017,26,84,70,57,43,65,51,55
2017,27,45,61,68,67,70,68,64
2017,28,77,76,80,80,64,52,74
2017,29,80,70,48,63,51,79,75
2017,30,64,61,93,95,60,64,81
2017,31,89,100,71,78,60,58,98
2017,32,87,53,62,100,48,51,42
2017,33,72,68,50,62,79,49,89
2017,34,77,61,60,57,82,58,84
2017,35,59,51,41,30,34,65,52
2017,36,66,55,95,75,55,81,99
2017,37,67,75,54,67,81,59,51
2017,38,73,69,92,75,56,74,66
2017,39,79,42,68,76,54,52,53
2017,40,77,76,94,103,85,57,72
2017,41,91,64,51,75,86,74,79
2017,42,70,83,71,76,75,65,78
2017,43,94,90,100,99,100,96,116
2017,44,115,101,110,70,141,98,75
2017,45,108,121,113,79,95,100,112
2017,46,91,102,117,126,133,98,98
2017,47,112,113,66,110,107,118,117
2017,48,122,90,130,105,128,133,106
2017,49,115,125,117,101,114,133,136
2017,50,126,130,118,123,130,127,132
2017,51,132,127,115,136,121,127,127
2017,52,106,133,123,123,121,138,125
2018,1,130,111,127,154,184,185,218
2018,2,159,142,117,134,141,127,142
2018,3,122,122,150,130,154,172,168
2018,4,138,151,107,139,123,109,103
2018,5,104,115,112,132,111,130,97
2018,6,145,182,224,150,124,107,134
2018,7,123,112,119,111,90,147,105
2018,8,160,92,137,129,114,100,111
2018,9,110,124,108,121,92,119,115
2018,10,152,187,236,122,88,121,125
2018,11,150,107,121,76,85,135,114
2018,12,115,86,97,112,114,87,120
2018,13,89,98,116,102,122,121,124
2018,14,71,101,92,126,114,116,102
2018,15,65,83,79,98,88,78,67
2018,16,55,93,92,124,52,67,85
2018,17,71,60,73,71,67,60,62
2018,18,90,47,34,81,46,114,55
2018,19,68,99,99,99,99,99,99
2018,20,99,99,99,99,99,99,99
2018,21,99,99,99,99,99,99,99
2018,22,99,99,99,99,62,62,62
2018,23,62,62,62,58,83,80,79
2018,24,67,69,94,78,79,102,82
2018,25,91,79,81,72,91,103,84
2018,26,88,75,55,48,55,48,55
2018,27,49,64,65,66,67,68,68
2018,28,69,70,71,86,58,59,62
2018,29,83,95,51,69,68,82,86
2018,30,72,78,108,92,68,74,94
2018,31,96,106,86,87,71,67,103
2018,32,85,51,73,95,59,38,43
2018,33,65,70,47,48,76,55,94
2018,34,65,50,63,70,75,57,84
2018,35,81,70,63,51,57,82,75
2018,36,68,53,106,75,55,85,105
2018,37,64,82,59,61,85,55,50
2018,38,81,67,89,70,58,68,71
2018,39,86,48,77,88,68,62,52
2018,40,57,55,81,90,62,54,68
2018,41,74,59,62,63,67,78,77
2018,42,68,65,71,83,69,75,74
2018,43,71,59,58,76,80,71,74
2018,44,60,58,83,42,77,59,44
2018,45,69,68,63,63,58,60,78
2018,46,62,71,76,81,68,73,84
2018,47,77,89,49,74,78,69,81
2018,48,68,78,81,79,100,82,78
2018,49,94,92,78,61,88,91,91
2018,50,99,90,89,89,88,88,97
2018,51,87,86,86,103,85,84,97
2018,52,83,96,90,88,87,91,84
2019,1,88,106,53,59,65,72,78
2019,2,84,90,15,156,164,172,179
2019,3,187,195,229,147,79,474,119
2019,4,123,100,158,134,95,97,131
2019,5,85,189,83,29,86,98,100
2019,6,120,157,197,124,111,122,117
2019,7,110,98,121,79,97,120,121
2019,8,123,81,99,88,102,114,98
2019,9,91,88,85,88,79,79,98
2019,10,112,91,92,108,101,112,98
2019,11,119,101,98,95,113,131,89
2019,12,97,96,79,88,110,87,87
2019,13,101,97,93,89,85,69,100
2019,14,96,72,79,85,88,82,92
2019,15,68,87,58,85,99,51,49
2019,16,55,65,84,82,71,74,88
2019,17,85,77,75,69,71,71,62
2019,18,41,58,40,64,58,59,72
2019,19,87,67,48,66,73,88,73
2019,20,38,48,44,47,42,58,61
2019,21,60,62,58,60,57,52,55
2019,22,71,59,58,62,60,71,46
2019,23,62,57,54,70,67,34,56
2019,24,76,74,57,28,47,37,39
2019,25,26,65,58,62,61,50,54
2019,26,62,54,55,66,64,57,44
2019,27,42,51,56,48,49,73,67
2019,28,28,51,66,35,55,15,50
2019,29,42,35,31,59,45,63,58
2019,30,41,47,55,53,49,61,61
2019,31,45,49,32,42,47,55,51
2019,32,41,75,62,25,44,70,37
2019,33,51,16,54,43,29,35,64
2019,34,45,66,55,40,41,60,51
2019,35,42,66,23,49,45,54,38
